file,feature,label
static/voice/Abyan/2023-05-01T01_34_51.056Z.wav,"[[-5.6845654e+02 -5.2407404e+02 -4.6321869e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.4692783e-01  2.0262142e+01  4.0087868e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.1491570e+00 -1.6616432e+01 -4.0656914e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.0853686e+00 -2.5850353e+00 -3.9226339e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.6877966e-01  4.1440320e-01  2.0448635e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9529290e+00  6.9794731e+00  6.6078262e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_34_54.587Z.wav,"[[-5.5821753e+02 -5.5061115e+02 -5.3147113e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  1.9406226e+00  1.6802090e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -6.5216327e+00 -4.0213456e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  1.2714376e+00  1.6315269e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  6.3896286e-01 -5.6347251e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  4.9796590e-01 -1.5212132e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_34_57.929Z.wav,"[[-580.9033    -540.6285    -492.67337   ...    0.           0.
     0.       ]
 [   0.          23.540724    43.350296  ...    0.           0.
     0.       ]
 [   0.          -1.5418046  -15.189847  ...    0.           0.
     0.       ]
 ...
 [   0.           6.1820173    4.747954  ...    0.           0.
     0.       ]
 [   0.          -2.5937543   -6.587419  ...    0.           0.
     0.       ]
 [   0.          -2.0574841   -1.7711021 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_35_02.368Z.wav,"[[-582.0618    -566.66046   -529.75757   ...    0.           0.
     0.       ]
 [   0.           7.7753654   30.164268  ...    0.           0.
     0.       ]
 [   0.          -5.466384    -3.12818   ...    0.           0.
     0.       ]
 ...
 [   0.           1.581724     1.6790853 ...    0.           0.
     0.       ]
 [   0.          -1.9967464   -2.8465686 ...    0.           0.
     0.       ]
 [   0.           1.8199947    4.058536  ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_35_06.121Z.wav,"[[-5.5005243e+02 -5.3762012e+02 -4.9436838e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  1.1410940e+01  3.7329441e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  6.1775217e+00 -3.3011508e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -4.6484518e+00 -8.2341671e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -2.2540016e+00 -4.2761898e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -3.6837178e-01  4.0827732e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_13.167Z.wav,"[[-5.2269714e+02 -4.9105569e+02 -4.3652753e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  3.5642197e+01  5.5490463e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  2.0713503e+01 -6.9252262e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -1.7700851e+00 -1.8454976e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -1.8349519e+00  2.0276484e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -1.1736521e-01 -6.7542493e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_16.617Z.wav,"[[-5.3800348e+02 -5.1266278e+02 -4.8744986e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.6787410e+00  3.6548561e+01  4.7113174e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.5794153e+00  3.0116894e+01  1.9474922e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.6914597e-01 -4.7017384e-01 -1.2751540e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.0028234e-01 -1.0143552e+00 -4.4965291e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.4645824e-01 -1.7590934e+00  2.2793257e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_20.016Z.wav,"[[-5.2517358e+02 -4.8672855e+02 -4.3385336e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.5243723e-01  6.1784678e+00  2.4100523e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.3801651e+00 -2.8834694e+01 -5.4822906e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.6871781e+00 -4.6172876e+00 -6.8991261e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.7194117e-01 -1.9388489e+00 -3.4773941e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.4253414e+00  4.7322482e-01  9.3040764e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_23.597Z.wav,"[[-537.85956   -518.21405   -479.6012    ...    0.           0.
     0.       ]
 [   0.          17.42346     46.88321   ...    0.           0.
     0.       ]
 [   0.           2.8832765   10.183828  ...    0.           0.
     0.       ]
 ...
 [   0.           2.2375154   -7.004607  ...    0.           0.
     0.       ]
 [   0.           3.124555    -6.5825872 ...    0.           0.
     0.       ]
 [   0.           3.85431      1.3412797 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_35_27.183Z.wav,"[[-5.7421564e+02 -5.4690228e+02 -5.0757745e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  3.0795013e+01  5.3088917e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  2.5827961e+01  2.6374733e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -4.2362213e-03  2.8478086e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -3.7654912e+00 -6.7296553e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  3.4788176e-01  3.3074076e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_30.739Z.wav,"[[-522.8753    -494.52594   -470.73837   ...    0.           0.
     0.       ]
 [   0.          24.797699    37.780552  ...    0.           0.
     0.       ]
 [   0.           8.856569     1.906981  ...    0.           0.
     0.       ]
 ...
 [   0.           5.8476477    6.493796  ...    0.           0.
     0.       ]
 [   0.          -4.4364266   -7.448141  ...    0.           0.
     0.       ]
 [   0.          -9.413698    -9.223665  ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_35_34.269Z.wav,"[[-5.3310059e+02 -5.2265576e+02 -4.7153030e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  1.0193173e+01  4.0233566e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  3.8018382e+00  1.5923951e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  3.6773726e-01  5.8228433e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  2.0526034e-01  2.8807315e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  5.6196332e-02  1.0619164e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_41.306Z.wav,"[[-549.77295   -524.4909    -492.2008    ...    0.           0.
     0.       ]
 [   0.          17.399973    34.62359   ...    0.           0.
     0.       ]
 [   0.           2.026279     3.2898424 ...    0.           0.
     0.       ]
 ...
 [   0.           5.483341     3.7654634 ...    0.           0.
     0.       ]
 [   0.           3.4502416    2.2485867 ...    0.           0.
     0.       ]
 [   0.          -1.6033614   -2.8724532 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_35_44.807Z.wav,"[[-5.5283521e+02 -4.8293390e+02 -4.4336691e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.8148007e+00  3.9977440e+01  6.2877441e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.1567667e+01 -3.3181305e+01 -3.7667294e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.0448244e+00 -4.6981125e+00 -6.2446260e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.7969687e+00  7.1144509e-01  2.0148784e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.6572295e-01  1.9250274e-01 -1.4055877e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_48.291Z.wav,"[[-5.5611029e+02 -5.0648642e+02 -4.5678900e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  2.5217896e+01  4.7383255e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -6.9135370e+00 -2.2138908e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -6.2059755e+00 -6.5949416e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  2.6133199e+00  2.6795453e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -7.0305747e-01 -9.5166945e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_35_51.557Z.wav,"[[-546.64276   -509.0444    -461.83334   ...    0.           0.
     0.       ]
 [   0.          14.242231    26.752117  ...    0.           0.
     0.       ]
 [   0.          -3.7012     -25.718498  ...    0.           0.
     0.       ]
 ...
 [   0.          -1.8706187   -1.0418835 ...    0.           0.
     0.       ]
 [   0.           4.1991224    6.385265  ...    0.           0.
     0.       ]
 [   0.           1.602196    -1.2253357 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_35_54.803Z.wav,"[[-5.5015765e+02 -5.3733691e+02 -4.8336160e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  3.1624260e+00  2.0721977e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -9.2989979e+00 -2.0752304e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -3.3902736e+00  2.5322524e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -6.9970661e-01  2.4740663e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  4.2440243e+00  7.1911440e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_24.652Z.wav,"[[-524.7626     -456.78952    -438.32608    ...    0.
     0.            0.        ]
 [  13.664353     61.19194      63.8156     ...    0.
     0.            0.        ]
 [  13.06324      19.050022      9.454486   ...    0.
     0.            0.        ]
 ...
 [  -0.7593724    -0.89551586    1.103379   ...    0.
     0.            0.        ]
 [  -0.66612184    5.5828276     7.5767794  ...    0.
     0.            0.        ]
 [  -0.5796341     1.2907518    -1.1946992  ...    0.
     0.            0.        ]]",0
static/voice/Abyan/2023-05-01T01_36_27.731Z.wav,"[[-5.9524609e+02 -4.8485812e+02 -4.4563461e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.9145527e+00  4.9562943e+01  5.2653931e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.1900134e+00 -3.1846422e+01 -5.2396507e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-8.7822372e-01  3.4072084e+00  8.3413982e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.9872980e+00 -5.8156829e+00  3.1000171e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.1128912e-01 -8.8731581e-01  1.3930043e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_30.666Z.wav,"[[-588.1206     -535.7871     -507.5466     ...    0.
     0.            0.        ]
 [   9.7963505    58.912262     63.322826   ...    0.
     0.            0.        ]
 [   9.42426      27.475098     19.16464    ...    0.
     0.            0.        ]
 ...
 [  -0.91032755   -1.488567      1.0831803  ...    0.
     0.            0.        ]
 [  -1.0460429    -0.9085414     0.911376   ...    0.
     0.            0.        ]
 [  -1.1553693    -2.1344922    -1.8907231  ...    0.
     0.            0.        ]]",0
static/voice/Abyan/2023-05-01T01_36_33.649Z.wav,"[[-5.63046082e+02 -5.16829285e+02 -4.79934204e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.13589162e-01  4.07006454e+01  5.42534561e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.09856212e-01  1.28791981e+01  4.60376740e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.28825486e-01  1.16556668e+00  2.42589331e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.12578385e-01  1.05192232e+00  6.08774424e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-9.52567458e-02  8.65503013e-01 -3.61504376e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_36.646Z.wav,"[[-5.4808386e+02 -4.8367535e+02 -4.3420343e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.1623082e-01  1.9683765e+01  3.9992188e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.9851255e+00 -3.4928413e+01 -4.9876740e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-8.8920557e-01  3.9679892e+00  7.0090957e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6140913e+00  4.2641549e+00  5.0453973e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.8310266e-01 -2.6368291e+00 -1.3172948e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_39.793Z.wav,"[[-5.4568463e+02 -5.2460913e+02 -4.4824973e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  8.0308485e+00  4.6170216e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -1.0818532e+01 -2.9067451e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -2.0701422e-01  5.0153599e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -3.9796429e+00 -9.9261971e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  4.3545732e+00  4.7287760e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_42.897Z.wav,"[[-5.3567413e+02 -4.6870596e+02 -4.1738297e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.8940410e-01  2.0400017e+01  4.2871758e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.3826854e+00 -2.6534416e+01 -4.6713215e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.7637885e-01  2.4420710e+00  2.9860673e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.1818368e-02 -5.7261829e+00 -1.4299600e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.0900130e-01  5.0081825e-01 -3.2226675e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_45.911Z.wav,"[[-536.7474    -498.85663   -459.80817   ...    0.           0.
     0.       ]
 [   3.4007063   27.896652    38.79508   ...    0.           0.
     0.       ]
 [  -3.3942757   -3.4846563  -24.761848  ...    0.           0.
     0.       ]
 ...
 [  -2.1928139   -2.8527403    1.2203274 ...    0.           0.
     0.       ]
 [  -1.4627839   -1.8408008    2.0829372 ...    0.           0.
     0.       ]
 [   1.4268273    6.015046     3.9299307 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_36_52.293Z.wav,"[[-535.0772    -468.44244   -427.66977   ...    0.           0.
     0.       ]
 [  -0.6301272   30.992123    38.34503   ...    0.           0.
     0.       ]
 [  -4.0366573  -24.779713   -46.509315  ...    0.           0.
     0.       ]
 ...
 [  -1.5293177    2.6676729    1.7161095 ...    0.           0.
     0.       ]
 [   2.786005     3.2837815   -1.271108  ...    0.           0.
     0.       ]
 [   0.5724987   -4.471444    -3.8471317 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2023-05-01T01_36_55.489Z.wav,"[[-5.4781299e+02 -4.6329382e+02 -4.2549255e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.6012917e+00  6.0936783e+01  6.9115402e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.3721148e-01 -1.4369625e+01 -3.3531807e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 5.6860852e-01  2.0261936e+00  9.9554068e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0483191e+00 -3.4077821e+00  6.0735512e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-8.2206529e-01 -2.4195023e+00  1.2755711e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2023-05-01T01_36_58.807Z.wav,"[[-5.3487213e+02 -4.5466913e+02 -4.3836865e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1965178e+01  5.6699345e+01  6.3622826e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.8644657e+00  2.1601315e+00 -6.1592054e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.1004462e+00 -7.9113245e-02 -3.0024111e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.0343218e+00  7.7924767e+00  8.1766205e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.5504270e-01 -2.3502336e+00 -1.2610991e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
